paper_id,claim_id,table_figure,claim,value_script,value_paper,match,value_rewrite,match_rewrite,defect_locus,notes
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_actual_pct,Table 2,"Believe Trump mishandled docs, Democratic, actual (%)",85.3,85.3,1,85.3489075034077,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_predicted_if_not_for_indictment_pct,Table 2,"Believe Trump mishandled docs, Democratic, predicted if not for indictment (%)",79.5,79.5,1,79.51247247483492,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_counterfactual_difference_pp,Table 2,"Believe Trump mishandled docs, Democratic, counterfactual difference (pp)",5.8,5.8,1,5.836435028572734,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_counterfactual_standard_error_pp,Table 2,"Believe Trump mishandled docs, Democratic, counterfactual standard error (pp)",0.6,0.6,1,0.6282111562459571,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_counterfactual_p_value,Table 2,"Believe Trump mishandled docs, Democratic, counterfactual p-value",NA,NA,NA,1.099324767378843e-19,NA,NA,The article prints this p-value as p < 0.001 rather than as a number; see the row counting those cells
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_change_format_more_likely_pct,Table 2,"Believe Trump mishandled docs, Democratic, change format, more likely (%)",76,76,1,75.9678868455915,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_change_format_less_likely_pct,Table 2,"Believe Trump mishandled docs, Democratic, change format, less likely (%)",5,5,1,4.98497764544896,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_change_format_difference_pp,Table 2,"Believe Trump mishandled docs, Democratic, change format difference (pp)",71,71,1,70.98290920014261,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_change_format_standard_error_pp,Table 2,"Believe Trump mishandled docs, Democratic, change format standard error (pp)",2.3,2.3,1,2.258931786682295,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_democratic_change_format_p_value,Table 2,"Believe Trump mishandled docs, Democratic, change format p-value",NA,NA,NA,2.871896224734555e-149,NA,NA,The article prints this p-value as p < 0.001 rather than as a number; see the row counting those cells
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_actual_pct,Table 2,"Believe Trump mishandled docs, Neither, actual (%)",55.7,55.7,1,55.69000819233565,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_predicted_if_not_for_indictment_pct,Table 2,"Believe Trump mishandled docs, Neither, predicted if not for indictment (%)",54.2,54.2,1,54.23630483152846,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_counterfactual_difference_pp,Table 2,"Believe Trump mishandled docs, Neither, counterfactual difference (pp)",1.5,1.5,1,1.4537033608071608,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_counterfactual_standard_error_pp,Table 2,"Believe Trump mishandled docs, Neither, counterfactual standard error (pp)",0.9,0.9,1,0.9434378194425432,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_counterfactual_p_value,Table 2,"Believe Trump mishandled docs, Neither, counterfactual p-value",NA,0.124,NA,0.12417079815967708,1,NA,"The deposited script computes the p-value but prints only a significance star, so it has no value_script"
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_change_format_more_likely_pct,Table 2,"Believe Trump mishandled docs, Neither, change format, more likely (%)",37.4,37.4,1,37.36892447728628,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_change_format_less_likely_pct,Table 2,"Believe Trump mishandled docs, Neither, change format, less likely (%)",15.7,15.7,1,15.747354613843449,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_change_format_difference_pp,Table 2,"Believe Trump mishandled docs, Neither, change format difference (pp)",21.6,21.6,1,21.621569863442847,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_change_format_standard_error_pp,Table 2,"Believe Trump mishandled docs, Neither, change format standard error (pp)",3.9,3.9,1,3.902346526666197,1,NA,
barari_etal_2024,table_2_believe_trump_mishandled_docs_neither_change_format_p_value,Table 2,"Believe Trump mishandled docs, Neither, change format p-value",NA,NA,NA,5.125683234192065e-8,NA,NA,The article prints this p-value as p < 0.001 rather than as a number; see the row counting those cells
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_actual_pct,Table 2,"Vote for Trump (general election), Democratic, actual (%)",11.1,11.1,1,11.082691133161909,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_predicted_if_not_for_indictment_pct,Table 2,"Vote for Trump (general election), Democratic, predicted if not for indictment (%)",10.1,10.1,1,10.1344825327289,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_counterfactual_difference_pp,Table 2,"Vote for Trump (general election), Democratic, counterfactual difference (pp)",0.9,0.9,1,0.9482086004330096,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_counterfactual_standard_error_pp,Table 2,"Vote for Trump (general election), Democratic, counterfactual standard error (pp)",0.8,0.8,1,0.7668094636398458,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_counterfactual_p_value,Table 2,"Vote for Trump (general election), Democratic, counterfactual p-value",NA,0.217,NA,0.21660108157991337,1,NA,"The deposited script computes the p-value but prints only a significance star, so it has no value_script"
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_change_format_more_likely_pct,Table 2,"Vote for Trump (general election), Democratic, change format, more likely (%)",8,8,1,8.004082731589696,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_change_format_less_likely_pct,Table 2,"Vote for Trump (general election), Democratic, change format, less likely (%)",60.2,60.2,1,60.15210173126495,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_change_format_difference_pp,Table 2,"Vote for Trump (general election), Democratic, change format difference (pp)",-52.1,-52.1,1,-52.148018999675195,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_change_format_standard_error_pp,Table 2,"Vote for Trump (general election), Democratic, change format standard error (pp)",2.7,2.7,1,2.705940565266165,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_democratic_change_format_p_value,Table 2,"Vote for Trump (general election), Democratic, change format p-value",NA,NA,NA,3.9251312253071386e-70,NA,NA,The article prints this p-value as p < 0.001 rather than as a number; see the row counting those cells
barari_etal_2024,table_2_vote_for_trump_general_election_neither_actual_pct,Table 2,"Vote for Trump (general election), Neither, actual (%)",42.2,42.2,1,42.21529658782916,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_predicted_if_not_for_indictment_pct,Table 2,"Vote for Trump (general election), Neither, predicted if not for indictment (%)",41.9,41.9,1,41.93675344066476,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_counterfactual_difference_pp,Table 2,"Vote for Trump (general election), Neither, counterfactual difference (pp)",0.3,0.3,1,0.2785431471643985,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_counterfactual_standard_error_pp,Table 2,"Vote for Trump (general election), Neither, counterfactual standard error (pp)",0.9,0.9,1,0.8792719217946693,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_counterfactual_p_value,Table 2,"Vote for Trump (general election), Neither, counterfactual p-value",NA,0.752,NA,0.7515898492544542,1,NA,"The deposited script computes the p-value but prints only a significance star, so it has no value_script"
barari_etal_2024,table_2_vote_for_trump_general_election_neither_change_format_more_likely_pct,Table 2,"Vote for Trump (general election), Neither, change format, more likely (%)",20.3,20.3,1,20.33048588289146,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_change_format_less_likely_pct,Table 2,"Vote for Trump (general election), Neither, change format, less likely (%)",30.8,30.8,1,30.822131130960795,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_change_format_difference_pp,Table 2,"Vote for Trump (general election), Neither, change format difference (pp)",-10.5,-10.5,1,-10.491645248069336,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_change_format_standard_error_pp,Table 2,"Vote for Trump (general election), Neither, change format standard error (pp)",4,4,1,4.013972716647343,1,NA,
barari_etal_2024,table_2_vote_for_trump_general_election_neither_change_format_p_value,Table 2,"Vote for Trump (general election), Neither, change format p-value",NA,0.009,NA,0.00925477012090893,1,NA,"The deposited script computes the p-value but prints only a significance star, so it has no value_script"
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_actual_pct,Table 2,"Vote for Trump (primary election), Republican, actual (%)",64.1,64.1,1,64.06975888899265,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_predicted_if_not_for_indictment_pct,Table 2,"Vote for Trump (primary election), Republican, predicted if not for indictment (%)",65.7,65.7,1,65.66713532403553,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_counterfactual_difference_pp,Table 2,"Vote for Trump (primary election), Republican, counterfactual difference (pp)",-1.6,-1.6,1,-1.597376435042854,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_counterfactual_standard_error_pp,Table 2,"Vote for Trump (primary election), Republican, counterfactual standard error (pp)",0.6,0.6,1,0.596092618177731,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_counterfactual_p_value,Table 2,"Vote for Trump (primary election), Republican, counterfactual p-value",NA,0.007,NA,0.00749289690852636,1,NA,"The deposited script computes the p-value but prints only a significance star, so it has no value_script"
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_change_format_more_likely_pct,Table 2,"Vote for Trump (primary election), Republican, change format, more likely (%)",43,43,1,43.02995580486831,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_change_format_less_likely_pct,Table 2,"Vote for Trump (primary election), Republican, change format, less likely (%)",16.3,16.3,1,16.282181684735985,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_change_format_difference_pp,Table 2,"Vote for Trump (primary election), Republican, change format difference (pp)",26.7,26.7,1,26.747774120132377,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_change_format_standard_error_pp,Table 2,"Vote for Trump (primary election), Republican, change format standard error (pp)",2.9,2.9,1,2.868458381728846,1,NA,
barari_etal_2024,table_2_vote_for_trump_primary_election_republican_change_format_p_value,Table 2,"Vote for Trump (primary election), Republican, change format p-value",NA,NA,NA,6.852310693597782e-20,NA,NA,The article prints this p-value as p < 0.001 rather than as a number; see the row counting those cells
barari_etal_2024,table_2_cells_whose_p_value_the_article_prints_as_p_0_001_reproducing_below_0_001,Table 2,"Cells whose p-value the article prints as p < 0.001, reproducing below 0.001",NA,7,NA,7,1,NA,Counts the cells the article marks p < 0.001 that the rewrite also puts below 0.001
barari_etal_2024,table_a_2_beliefs_positive_change_republican_pct,Table A.2,"Beliefs, Positive, Change, Republican (%)",16.2,16.2,1,16.1543,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_change_democratic_pct,Table A.2,"Beliefs, Positive, Change, Democratic (%)",76,76,1,75.9679,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_change_neither_pct,Table A.2,"Beliefs, Positive, Change, Neither (%)",37.4,37.4,1,37.3689,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_counterfactual_republican_pct,Table A.2,"Beliefs, Positive, Counterfactual, Republican (%)",33.3,33.3,1,33.2556,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_counterfactual_democratic_pct,Table A.2,"Beliefs, Positive, Counterfactual, Democratic (%)",36.5,36.5,1,36.4612,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_counterfactual_neither_pct,Table A.2,"Beliefs, Positive, Counterfactual, Neither (%)",29.5,29.5,1,29.5477,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_1_5pct_republican_pct,Table A.2,"Beliefs, Positive, 1-5%, Republican (%)",13.1,13.1,1,13.0736,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_1_5pct_democratic_pct,Table A.2,"Beliefs, Positive, 1-5%, Democratic (%)",9.7,9.7,1,9.727,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_1_5pct_neither_pct,Table A.2,"Beliefs, Positive, 1-5%, Neither (%)",11.3,11.3,1,11.2523,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_6_10pct_republican_pct,Table A.2,"Beliefs, Positive, 6-10%, Republican (%)",6.1,6.1,1,6.0947,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_6_10pct_democratic_pct,Table A.2,"Beliefs, Positive, 6-10%, Democratic (%)",4.9,4.9,1,4.9428,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_6_10pct_neither_pct,Table A.2,"Beliefs, Positive, 6-10%, Neither (%)",4.8,4.8,1,4.8046,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_11_20pct_republican_pct,Table A.2,"Beliefs, Positive, 11-20%, Republican (%)",6.6,6.6,1,6.5796,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_11_20pct_democratic_pct,Table A.2,"Beliefs, Positive, 11-20%, Democratic (%)",8.4,8.4,1,8.417,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_11_20pct_neither_pct,Table A.2,"Beliefs, Positive, 11-20%, Neither (%)",6.2,6.2,1,6.1744,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_20pct_or_more_republican_pct,Table A.2,"Beliefs, Positive, 20% or more, Republican (%)",7.5,7.5,1,7.5077,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_20pct_or_more_democratic_pct,Table A.2,"Beliefs, Positive, 20% or more, Democratic (%)",13.4,13.4,1,13.3743,1,NA,
barari_etal_2024,table_a_2_beliefs_positive_20pct_or_more_neither_pct,Table A.2,"Beliefs, Positive, 20% or more, Neither (%)",7.3,7.3,1,7.3164,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_change_republican_pct,Table A.2,"Beliefs, Negative, Change, Republican (%)",39.6,39.6,1,39.5739,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_change_democratic_pct,Table A.2,"Beliefs, Negative, Change, Democratic (%)",5,5,1,4.985,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_change_neither_pct,Table A.2,"Beliefs, Negative, Change, Neither (%)",15.7,15.7,1,15.7474,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_counterfactual_republican_pct,Table A.2,"Beliefs, Negative, Counterfactual, Republican (%)",15,15,1,14.9625,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_counterfactual_democratic_pct,Table A.2,"Beliefs, Negative, Counterfactual, Democratic (%)",11.9,11.9,1,11.9254,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_counterfactual_neither_pct,Table A.2,"Beliefs, Negative, Counterfactual, Neither (%)",20.5,20.5,1,20.4501,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_1_5pct_republican_pct,Table A.2,"Beliefs, Negative, 1-5%, Republican (%)",7.9,7.9,1,7.8852,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_1_5pct_democratic_pct,Table A.2,"Beliefs, Negative, 1-5%, Democratic (%)",6.5,6.5,1,6.5205,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_1_5pct_neither_pct,Table A.2,"Beliefs, Negative, 1-5%, Neither (%)",9.2,9.2,1,9.2406,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_6_10pct_republican_pct,Table A.2,"Beliefs, Negative, 6-10%, Republican (%)",2.6,2.6,1,2.5904,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_6_10pct_democratic_pct,Table A.2,"Beliefs, Negative, 6-10%, Democratic (%)",3.1,3.1,1,3.0928,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_6_10pct_neither_pct,Table A.2,"Beliefs, Negative, 6-10%, Neither (%)",4.8,4.8,1,4.8102,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_11_20pct_republican_pct,Table A.2,"Beliefs, Negative, 11-20%, Republican (%)",1.5,1.5,1,1.4638,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_11_20pct_democratic_pct,Table A.2,"Beliefs, Negative, 11-20%, Democratic (%)",1.3,1.3,1,1.2885,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_11_20pct_neither_pct,Table A.2,"Beliefs, Negative, 11-20%, Neither (%)",2.1,2.1,1,2.1016,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_20pct_or_more_republican_pct,Table A.2,"Beliefs, Negative, 20% or more, Republican (%)",3,3,1,3.0231,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_20pct_or_more_democratic_pct,Table A.2,"Beliefs, Negative, 20% or more, Democratic (%)",1,1,1,1.0236,1,NA,
barari_etal_2024,table_a_2_beliefs_negative_20pct_or_more_neither_pct,Table A.2,"Beliefs, Negative, 20% or more, Neither (%)",4.3,4.3,1,4.2977,1,NA,
barari_etal_2024,table_a_2_beliefs_no_effect_change_republican_pct,Table A.2,"Beliefs, No effect, Change, Republican (%)",44.3,44.3,1,44.2719,1,NA,
barari_etal_2024,table_a_2_beliefs_no_effect_change_democratic_pct,Table A.2,"Beliefs, No effect, Change, Democratic (%)",19,19,1,19.0471,1,NA,
barari_etal_2024,table_a_2_beliefs_no_effect_change_neither_pct,Table A.2,"Beliefs, No effect, Change, Neither (%)",46.9,46.9,1,46.8837,1,NA,
barari_etal_2024,table_a_2_beliefs_no_effect_counterfactual_republican_pct,Table A.2,"Beliefs, No effect, Counterfactual, Republican (%)",51.8,51.8,1,51.7819,1,NA,
barari_etal_2024,table_a_2_beliefs_no_effect_counterfactual_democratic_pct,Table A.2,"Beliefs, No effect, Counterfactual, Democratic (%)",51.6,51.6,1,51.6134,1,NA,
barari_etal_2024,table_a_2_beliefs_no_effect_counterfactual_neither_pct,Table A.2,"Beliefs, No effect, Counterfactual, Neither (%)",50,50,1,50.0022,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_change_republican_pct,Table A.2,"Vote choice, Positive, Change, Republican (%)",43,43,1,43.03,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_change_democratic_pct,Table A.2,"Vote choice, Positive, Change, Democratic (%)",8,8,1,8.0041,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_change_neither_pct,Table A.2,"Vote choice, Positive, Change, Neither (%)",20.3,20.3,1,20.3305,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_counterfactual_republican_pct,Table A.2,"Vote choice, Positive, Counterfactual, Republican (%)",13,13,1,13.0466,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_counterfactual_democratic_pct,Table A.2,"Vote choice, Positive, Counterfactual, Democratic (%)",13.3,13.3,1,13.3362,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_counterfactual_neither_pct,Table A.2,"Vote choice, Positive, Counterfactual, Neither (%)",22.6,22.6,1,22.6483,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_1_5pct_republican_pct,Table A.2,"Vote choice, Positive, 1-5%, Republican (%)",7.8,7.8,1,7.8371,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_1_5pct_democratic_pct,Table A.2,"Vote choice, Positive, 1-5%, Democratic (%)",7.4,7.4,1,7.4128,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_1_5pct_neither_pct,Table A.2,"Vote choice, Positive, 1-5%, Neither (%)",11.1,11.1,1,11.1155,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_6_10pct_republican_pct,Table A.2,"Vote choice, Positive, 6-10%, Republican (%)",1.4,1.4,1,1.4456,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_6_10pct_democratic_pct,Table A.2,"Vote choice, Positive, 6-10%, Democratic (%)",1.5,1.5,1,1.5316,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_6_10pct_neither_pct,Table A.2,"Vote choice, Positive, 6-10%, Neither (%)",2.7,2.7,1,2.7385,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_11_20pct_republican_pct,Table A.2,"Vote choice, Positive, 11-20%, Republican (%)",2.2,2.2,1,2.2273,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_11_20pct_democratic_pct,Table A.2,"Vote choice, Positive, 11-20%, Democratic (%)",1,1,1,0.9875,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_11_20pct_neither_pct,Table A.2,"Vote choice, Positive, 11-20%, Neither (%)",4.1,4.1,1,4.1476,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_20pct_or_more_republican_pct,Table A.2,"Vote choice, Positive, 20% or more, Republican (%)",1.5,1.5,1,1.5366,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_20pct_or_more_democratic_pct,Table A.2,"Vote choice, Positive, 20% or more, Democratic (%)",3.4,3.4,1,3.4042,1,NA,
barari_etal_2024,table_a_2_vote_choice_positive_20pct_or_more_neither_pct,Table A.2,"Vote choice, Positive, 20% or more, Neither (%)",4.6,4.6,1,4.6467,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_change_republican_pct,Table A.2,"Vote choice, Negative, Change, Republican (%)",16.3,16.3,1,16.2822,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_change_democratic_pct,Table A.2,"Vote choice, Negative, Change, Democratic (%)",60.2,60.2,1,60.1521,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_change_neither_pct,Table A.2,"Vote choice, Negative, Change, Neither (%)",30.8,30.8,1,30.8221,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_counterfactual_republican_pct,Table A.2,"Vote choice, Negative, Counterfactual, Republican (%)",17.7,17.7,1,17.6602,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_counterfactual_democratic_pct,Table A.2,"Vote choice, Negative, Counterfactual, Democratic (%)",14.1,14.1,1,14.1355,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_counterfactual_neither_pct,Table A.2,"Vote choice, Negative, Counterfactual, Neither (%)",19.9,19.9,1,19.8945,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_1_5pct_republican_pct,Table A.2,"Vote choice, Negative, 1-5%, Republican (%)",9.4,9.4,1,9.3595,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_1_5pct_democratic_pct,Table A.2,"Vote choice, Negative, 1-5%, Democratic (%)",8.8,8.8,1,8.8406,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_1_5pct_neither_pct,Table A.2,"Vote choice, Negative, 1-5%, Neither (%)",8.3,8.3,1,8.3433,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_6_10pct_republican_pct,Table A.2,"Vote choice, Negative, 6-10%, Republican (%)",2.2,2.2,1,2.1777,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_6_10pct_democratic_pct,Table A.2,"Vote choice, Negative, 6-10%, Democratic (%)",1.2,1.2,1,1.1637,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_6_10pct_neither_pct,Table A.2,"Vote choice, Negative, 6-10%, Neither (%)",4.1,4.1,1,4.1231,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_11_20pct_republican_pct,Table A.2,"Vote choice, Negative, 11-20%, Republican (%)",2,2,1,2.046,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_11_20pct_democratic_pct,Table A.2,"Vote choice, Negative, 11-20%, Democratic (%)",3.3,3.3,1,3.265,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_11_20pct_neither_pct,Table A.2,"Vote choice, Negative, 11-20%, Neither (%)",3.5,3.5,1,3.5023,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_20pct_or_more_republican_pct,Table A.2,"Vote choice, Negative, 20% or more, Republican (%)",4.1,4.1,1,4.077,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_20pct_or_more_democratic_pct,Table A.2,"Vote choice, Negative, 20% or more, Democratic (%)",0.9,0.9,1,0.8662,1,NA,
barari_etal_2024,table_a_2_vote_choice_negative_20pct_or_more_neither_pct,Table A.2,"Vote choice, Negative, 20% or more, Neither (%)",3.9,3.9,1,3.9259,1,NA,
barari_etal_2024,table_a_2_vote_choice_no_effect_change_republican_pct,Table A.2,"Vote choice, No effect, Change, Republican (%)",40.7,40.7,1,40.6879,1,NA,
barari_etal_2024,table_a_2_vote_choice_no_effect_change_democratic_pct,Table A.2,"Vote choice, No effect, Change, Democratic (%)",31.8,31.8,1,31.8438,1,NA,
barari_etal_2024,table_a_2_vote_choice_no_effect_change_neither_pct,Table A.2,"Vote choice, No effect, Change, Neither (%)",48.8,48.8,1,48.8474,1,NA,
barari_etal_2024,table_a_2_vote_choice_no_effect_counterfactual_republican_pct,Table A.2,"Vote choice, No effect, Counterfactual, Republican (%)",69.3,69.3,1,69.2932,1,NA,
barari_etal_2024,table_a_2_vote_choice_no_effect_counterfactual_democratic_pct,Table A.2,"Vote choice, No effect, Counterfactual, Democratic (%)",72.5,72.5,1,72.5283,1,NA,
barari_etal_2024,table_a_2_vote_choice_no_effect_counterfactual_neither_pct,Table A.2,"Vote choice, No effect, Counterfactual, Neither (%)",57.5,57.5,1,57.4572,1,NA,
barari_etal_2024,table_a_3_believe_trump_mishandled_docs_republican_actual_pct,Table A.3,"Believe Trump mishandled docs, Republican, actual (%)",25,25,1,25.0405677824594,1,NA,
barari_etal_2024,table_a_3_believe_trump_mishandled_docs_republican_predicted_if_not_for_indictment_pct,Table A.3,"Believe Trump mishandled docs, Republican, predicted if not for indictment (%)",22.5,22.5,1,22.531624644800647,1,NA,
barari_etal_2024,table_a_3_believe_trump_mishandled_docs_republican_counterfactual_difference_pp,Table A.3,"Believe Trump mishandled docs, Republican, counterfactual difference (pp)",2.5,2.5,1,2.508943137658787,1,NA,
